title,snippet,link
'i' for intelligence live broadcast Questions and answers.,"Oct 26, 2017 ... together with Milestone? ... And, how can video data be combined with ... 
solutions can be offered by Bosch, together with partners like NEC, ...",https://media.boschsecurity.com/fs/media/pb/media/products_1/video_systems_1/i_series_1/qa_i_for_intelligence.pdf
MIC IP starlight 7000 HD_OperationManual_en_v4.0,"Electrical Code® (NEC)), Canadian Electrical Code, Part I (also called CE Code 
... Adjustment of controls - Adjust only those controls specified in the operating ...",https://resource.boschsecurity.com/documents/MIC7000_Operation_Manual_enUS_16385016331.pdf
EX36‑IP No-Grip Corner Mount Camera,"0 Lux - operates in total darkness. 2.7 Lux ... NEC‑360F02‑21W IP Corner Mount 
Camera. IP vandal proof ... Order number NEC-360F02-11W. NEI-368F02-21W ...",https://resource.boschsecurity.com/documents/Data_sheet_enUS_1663224459.pdf
Analog fire panels,"Contains useful information to help you operate the FPA-1000 FACPs and to ... 
Grounding must be according to Article 250 of the National Electrical Code (NEC)
.",https://resource.boschsecurity.com/documents/FPA_1000_Operation_Manual_enUS_9628990347.pdf
UHO Camera housings,"National Electrical Code (NEC 800 CEC Section 60) or applicable local codes. ! 
Caution! ... Adjust only those controls specified in the operating instructions. 6.",http://resource.boschsecurity.com/documents/UHO_x1_Installation_Manual_enUS_17726602123.pdf
Installation and Operating Manual: VIP X1 (en),"Before installing or operating the unit, make sure you have read and under- stood 
the documentation for the ... tomer Service and replace if nec- essary. Incorrect ...",https://resource.boschsecurity.com/documents/Operation_Manual_enUS_1546481803.pdf
D7033 LCD Keypad,"It operates identically to the user ... A pull-out slide with operating instructions fits 
behind the mounting base. ... needed for NEC-NFPA-72. • Do not exceed 1000 ...",https://resource.boschsecurity.com/documents/Data_sheet_enUS_2697536907.pdf
VTH1200DS | Dahua Technology,"Main Processor. NEC MCU. Operation System. Simple OSD message ... Power 
Consumption. Standby ≤1.5W, Work ≤4W. Working Temperature. ﹣10°C~+55°
 ...",https://www.dahuasecurity.com/products/productDetail/7321
VTH1200CS - 4.3-inch Color Indoor Monitor,"Dahua uses functional cookies to ensure that its websites operate properly and 
analytical cookies to make your user ... System, Main Processor, NEC MCU.",https://www.dahuasecurity.com/products/productDetail/314
VTO5110B | Dahua Technology,"NEC MCU. Operation System. Simple OSD. Video. Image Sensor. 1/3” 600 ... 
Tempered Glass. Power. DC 24V. Power Consumption. Standby ≤1W, Work ≤
4W ...",https://www.dahuasecurity.com/products/vto5110b-9531.html
F Series Indoor IP Camera Quick Start Guide,"Heed all warning on the unit and in the operating instructions before ... Warning: 
Install external interconnecting cables in accordance to NEC, ANSI/NFPA70 (for ...",https://us.dahuasecurity.com/wp-content/uploads/2018/01/Quick_Guide_2MP_PTZ_Camera_42212TNI_v001.001.pdf
VTH1500AS-S | Dahua Technology,"Dahua uses functional cookies to ensure that its websites operate properly and 
analytical cookies to make your user ... System, Main Processor, NEC MCU.",https://www.dahuasecurity.com/sa/products/All-Products/Discontinued-Products/Video-Intercoms/Analog-Products/VTH1500AS-S
F Series Indoor IP Camera Quick Start Guide,"Heed all warning on the unit and in the operating instructions ... Warning: Install 
external interconnecting cables in accordance to NEC, ANSI/NFPA70 (for US.",http://ustest.dahuasecurity.com/wp-content/uploads/2017/12/Dahua_Fixed_HDCVI_Fisheye_Camera_A42AR2_QuickGuide_v001.001.pdf
VTH2020A | Dahua Technology,"Main Processor. NEC MCU. Operation System. Simple OSD message ... Power 
Consumption. Standby ≤1.5W, Work ≤4W. Working Temperature. ﹣10°C~+55°
 ...",https://www.dahuasecurity.com/in/products/All-Products/Video-Intercoms/Analog-Products/VTH2020A
3.1.1 Insert a Micro SD Card,"Heed all warning on the unit and in the operating instructions ... Warning: Install 
external interconnecting cables in accordance to NEC, ANSI/NFPA70 (for US.",https://us.dahuasecurity.com/wp-content/uploads/2019/10/22204UENI_PTZ_Network_Camera_Quick_Installation_Guide_v1_0_1.pdf
6 MP Network Fisheye Camera,"Heed all warning on the unit and in the operating instructions ... Warning: Install 
external interconnecting cables in accordance to NEC, ANSI/NFPA70 (for US.",http://ustest.dahuasecurity.com/wp-content/uploads/2017/12/QuickGuide_6MP_Network_Fisheye_Camera_N68BR4_N68BR4V_v001_001.pdf
F Series Indoor IP Camera Quick Start Guide,"Operate the unit only from the type of power source indicated on the label. Before 
... Warning: Install external interconnecting cables in accordance to NEC, ...",https://us.dahuasecurity.com/wp-content/uploads/2018/01/FINAL-Quick_Guide_5MP_Fisheye_Network_Camera_N55BS5_v001.pdf
UC Collaboration | NEC,"NEC's UC Collaboration application is a comprehensive solution that enables 
employees to share information easily with colleagues and customers. Voice ...",https://www.nec.com/en/global/solutions/univerge/large/uce/collaboration.html
UNIVERGE Partners | NEC,"UNIVERGE Solutions Partner Program ... Valuable access to NEC's UNIVERGE 
platform resources (Interface specs, SDK's, Development Support). 3. Ensuring ...",https://www.nec.com/en/global/solutions/univerge/Partnership/Program_Information.html
NEC and Sharp Announce Joint Venture to Combine Display ...,"Mar 25, 2020 ... NEC Corporation (NEC, TSE: 6701) and Sharp Corporation (Sharp, TSE: 6753) 
have agreed to create a joint venture by combining NEC ...",https://www.nec.com/en/press/202003/global_20200325_02.html
Find a Certified NEC partner,"Find a Certified NEC partner. Welcome. Experts are ready to assists your 
business needs. Use the advanced search filter here to find the right partner for 
you.",http://nl.nec.com/nl_NL/emea/partners/index.html
NEC and Intermedia Announce Strategic Global Partnership: Press ...,"Apr 21, 2020 ... NEC Corporation (NEC; TSE: 6701), a leading provider and integrator of 
advanced IT, communications, and networking solutions, today ...",https://www.nec.com/en/press/202004/global_20200421_01.html
NEC AND SITA ANNOUNCE GLOBAL AVIATION PARTNERSHIP ...,"Jul 21, 2020 ... NEC Corporation (NEC; TSE: 6701) and SITA today announced a global 
partnership to develop market-leading solutions that enable a secure ...",https://www.nec.com/en/press/202007/global_20200721_04.html
NEC and Vista establish a joint venture to aid the DX of businesses ...,"Oct 1, 2020 ... NEC Corporation (NEC; TSE: 6701) today announced the establishment of a joint 
venture and strategic partnership with Vista Equity Partners ...",https://www.nec.com/en/press/202010/global_20201001_01.html
NEC signs Strategic Collaboration Agreement with AWS – a first-of ...,"Nov 13, 2020 ... NEC Corporation (NEC; TSE: 6701) has become the first Japanese company to 
sign a Strategic Collaboration Agreement with Amazon Web ...",https://www.nec.com/en/press/202011/global_20201113_01.html
NEC and Altiostar Collaborate to Advance Open vRAN Deployments ...,"Jan 27, 2020 ... NEC Corporation (NEC), a leader in the integration of IT and network 
technologies, and Altiostar Networks, the global leader in providing ...",https://www.nec.com/en/press/202001/global_20200127_01.html
NEC Global,"The NEC Group globally provides ""Solutions for Society"" that promote the safety, 
security, ... Driving the digital customer journey together with valued partners.",https://www.nec.com/
ZTE in collaboration with the mobile industry proudly celebrates the ...,"Dec 21, 2017 ... As a result of this announcement, the schedule acceleration was agreed ... and 
head of the Telecom Carrier Business Unit at NEC Corporation, ...",https://www.zte.com.cn/global/topics/mwc2018/newsdetail.aspx-id=122268613.html
ZTE Reaches Top Five as Global DSLAM Equipment Supplier ...,"Jun 13, 2005 ... In March, ZTE announced that it is to become a global supplier of ADSL ... has 
joined companies such as Siemens, Alcatel and NEC as being a ...",https://www.zte.com.cn/global/about/magazine/zte-technologies/2005/5/en_221/161478.html
Market Share Alert: 3Q11 Global ON - ztetechnologies,"Mar 28, 2012 ... NEC also registered neither a gain nor a loss, while Tellabs, Ciena, ... ECI 
announced a new OTN-capable series, the Apollo OMLT family, just ...",https://www.zte.com.cn/global/about/magazine/zte-technologies/2012/2/en_591/298132.html
Gartner's Dataquest Insight: Scorecard for Vendors of LTE Network ...,"Jan 12, 2010 ... LTE technology may reduce carriers' operating costs for mobile data ... The LTE 
business of NEC merits an overall rating of Stable. □ The LTE ...",https://www.zte.com.cn/global/about/magazine/zte-technologies/2010/1/en_457/179546.html
"Less Expenditure, More Revenue - ztetechnologies","Dec 12, 2003 ... ... a long-term partnership and share the risks with the telecom carriers, ... has 
successfully interconnected with SIEMENS EWSD, NEC NEAX, ...",https://www.zte.com.cn/global/about/magazine/zte-technologies/2003/10/en_316/161237.html
FAQ | Support Center - ZTE SDN/NFV,"Operate VNF OMM in order to send the RPT HEARTBEAT message normally. Q
：ZXUN ... Restart OMM on the NEC dual-comput er interface. 2. After OMM is ...",https://sdnfv.zte.com.cn/en/supports/faq
Status Quo and Prospect of Millimeter Wave RoF Communication ...,"Sep 23, 2009 ... This work was supported by the National Natural Science ... In 2007, the NEC 
Laboratories America, Inc. (NEC Labs) reported that it has ...",https://www.zte.com.cn/global/about/magazine/zte-communications/2009/3/en_107/175799.html
Application Potentials of Sensor Network and Ad Hoc Network ...,"Sep 21, 2005 ... Some enterprises such as NEC and OKI have launched WSN products ... to 
operate continuously, enabling new applications and new markets.",https://www.zte.com.cn/global/about/magazine/zte-communications/2005/3/en_57/162345.html
Status and Trends of Satellite-to-earth Optical Communications ...,"Jun 12, 2006 ... NRO formally announced the extraordinary success of this satellite experiment to 
... NEC Corp and Toshiba Corp were also responsible for the ...",https://www.zte.com.cn/global/about/magazine/zte-communications/2006/2/en_34/162399.html
Intelligent Live Streaming - CrowdOptic,"... camera sensors in body cams, smartphones, and drones, NEC Australia 
customers can use the company's new facial recognition platform in real time ...
more ...",https://www.crowdoptic.com/news
CrowdOptic - Intelligent Live Streaming,"Web Conferencing platform; Wireless PTZ cameras; Live stream directly from 4+ 
... National Bioskills Laboratories. HPE. Zoom. Medtronic. NEC logo. Sony.",https://www.crowdoptic.com/
User Manual of DS-7000HI-S Series Net DVR,"DS-7000HI-S series network digital video recorder is an excellent digital 
surveillance product applies the embedded MCU and real time operating system, 
along ...",https://www.hikvision.com/uploadfile/image/en-user%20manual%20of%20ds-7000hi-s.pdf
NEC Electronics and Toshiba Extend Chip Technology ...,"Jun 17, 2009 ... The 28nm alliance builds on the success of earlier joint development work in 
32nm HKMG technology. Clients can transition to 28nm technology ...",https://newsroom.ibm.com/2009-06-17-NEC-Electronics-and-Toshiba-Extend-Chip-Technology-Development-Agreements-with-IBM
HYDRAstor TSM backup - IBM,"Feb 12, 2019 ... Tivoli Storage Manager solution utilizing NEC HYDRAstor, the scale-out grid 
storage with global De-duplication, ... Hardware/OS platforms.",https://www.ibm.com/partnerworld/gsd/solutiondetails.do?solution=49070&expand=true&lc=en
HYDRAstor TSM backup - IBM,"Feb 12, 2019 ... Tivoli Storage Manager solution utilizing NEC HYDRAstor, the ... View more 
detailed information about this partner on the IBM BP Locator.",https://www.ibm.com/partnerworld/gsd/solutiondetails.do?&solution=49070
Unable to initialize NEC component - Forums - IBM Support,"Does anyone know what might bewrong here, and/or how to troubleshoot this 
further? (The server works when executing requests with the pr0cmd Optim ...",https://www.ibm.com/mysupport/s/question/0D50z000060GWWm/unable-to-initialize-nec-component?
How Much Power Oversubscription is Safe and Allowed in Data ...,"Jun 14, 2011 ... data center, it is preferable to operate the facility as close as possi- ble to its ... 
National Electric Code (NEC) [6], used in the United States, lim-.",https://researcher.watson.ibm.com/researcher/files/us-lefurgy/icac11_oversubscription.pdf
